Turma;Ano de Ingresso;Ano Egresso;Você está empregado no Einstein?;Você está empregado na área em que se formou?;Se sim, em qual instituição?;Em qual cargo?;Progressão de carreira;Caso esteja empregado, em qual unidade/setor está trabalhando?;Curso;Formação;Lyceum (Sit Aluno);Situação do aluno;Pendência;Motivo do cancelamento;Data do cancelamento;Mês do cancelamento;Data de reabertura;Observação;Respondeu a pesquisa?;O docente indica?;Pretende iniciar alguma graduação?;Local de trabalho;tratativa de repetido
ENF20M1S;fev/20;dez/21;;Sim;Hospital Israelita Albert Einstein;Auxiliar de Enfermagem;;Centro Esterilização Materiais;Curso Técnico de Enfermagem;Técnico em Enfermagem;Concluido;Aprovado;;;;;;;Sim;Sim;Sim;;
ENF20T1S;fev/20;dez/21;;Sim;Hospital Israelita Albert Einstein;Técnico de Enfermagem;;Centro cirúrgico;Curso Técnico de Enfermagem;Técnico em Enfermagem;Concluido;Aprovado;;;;;;;Não;;;;
ENF EURO 4T;ago/20;jun/22;;Sim;HMVSC;Técnico de Enfermagem;;Unidade de internação Oncologia;Curso Técnico de Enfermagem;Auxiliar de Enfermagem;Cancelado;Cancelado;;E - Horário;03/11/2021;;;Concluiu o AE. Cancelou o curso dia 03/11/2021. Motivo: CT_Conciliação;Não;Cancelado ;;Einstein;sim
AC21N1S;fev/21;dez/22;Não;Não;;;;;Curso Técnico em Análises Clínicas;Técnico em Análises Clínicas;Concluido;Aprovado;;;;;;;;;;;sim
ENF EURO 5T;fev/22;dez/23;Não;Sim;Hospital Santa Marcelina;Tecnico/Auxiliar Enfermagem;;;Curso Técnico de Enfermagem;Técnico de Enfermagem;Ativo;Aprovado;;;;;;;;;;;
ENF21N2S;ago/21;jun/23;;Não;;;;;Curso Técnico de Enfermagem;Auxiliar de Enfermagem;Cancelado;Cancelado;;;;;;;;;;;
ENF22N2S;ago/22;jun/24;;;;;;;Curso Técnico de Enfermagem;Técnico de Enfermagem;Ativo;Aprovado;;;;;;;;;;;
ENF22M1S;fev/22;dez/23;;;;;;;Curso Técnico de Enfermagem;Auxiliar de Enfermagem;Cancelado;Cancelado;;;;;;;;;;;
ENF EURO 5T;fev/22;dez/23;Não;Não;;;;;Curso Técnico de Enfermagem;Técnico de Enfermagem;Ativo;Aprovado;;;;;;;;;;;
ENF22N2S;ago/22;jun/24;;;;;;;Curso Técnico de Enfermagem;Auxiliar de Enfermagem;Cancelado;Cancelado;;E-Financeiro;05/01/2023;05/01/2023;;;;;;;
ENF20N1S;fev/20;dez/21;;Sim;Hospital Israelita Albert Einstein;Auxiliar de Enfermagem;;UPA;Curso Técnico de Enfermagem;Técnico em Enfermagem;Concluido;Aprovado;;;;;;;Sim;;Sim;;
ENF21M1S;fev/21;dez/22;Sim;Sim;Hospital Israelita Albert Einstein;Auxiliar Enfermagem;;Atendimento Alphaville;Curso Técnico de Enfermagem;Técnico em Enfermagem;Ativo;Aprovado;;;;;;;;;;Einstein;sim
ENF22N1S;fev/22;dez/23;Sim;Sim;Hospital Municipal Vila Santa Catarina;Auxiliar enfermagem;;;Curso Técnico de Enfermagem;Auxiliar de Enfermagem;Ativo;Reprovado;;;;;;Reprovada em Iniciação Científica/PAI;;;;;
ENF22N2S;ago/22;jun/24;;;Hospital Israelita Albert Einstein;;;;Curso Técnico de Enfermagem;Técnico de Enfermagem;Ativo;Aprovado;;;;;;;;;;;
ENF20N1S;fev/20;dez/21;;Sim;Hospital Israelita Albert Einstein;Técnico de Enfermagem;;Semi-Intensiva;Curso Técnico de Enfermagem;Técnico em Enfermagem;Concluido;Aprovado;;;;;;;Sim;;Sim;;
ENF EURO 5T;fev/22;dez/23;Sim;Sim;Hospital Israelita Albert Einstein;Tecnico Enfermagem;;Morumbi;Curso Técnico de Enfermagem;Técnico de Enfermagem;Ativo;Aprovado;;;;;;;;;;;
ENF22M1S;fev/22;dez/23;;;Hospital Israelita Albert Einstein;;;;Curso Técnico de Enfermagem;Auxiliar de Enfermagem;Cancelado;Cancelado;;Saúde;24/05/2022;;;;;;;;
ENF20N2S;ago/20;jun/22;;Sim;Hospital Israelita Albert Einstein;Assistente Atendimento;;Assistencial;Curso Técnico de Enfermagem;Auxiliar de Enfermagem;Cancelado;Reprovado;;Financeiro;05/01/2022;;;;Sim;;Sim;Einstein;sim
ENF22M1S;fev/22;dez/23;;;;;;;Curso Técnico de Enfermagem;Auxiliar de Enfermagem;Cancelado;Cancelado;;Saúde;12/09/2022;;;;;;;;
ENF EURO 5T;fev/22;dez/23;;;;;;;Curso Técnico de Enfermagem;Auxiliar de Enfermagem;Cancelado;Cancelado;;Saúde;12/09/2022;;;;;;;;
ENF EURO 5T;fev/22;dez/23;Não;Sim;Hospital São Luiz Itaim;Auxiliar de Enfermagem;;;Curso Técnico de Enfermagem;Técnico de Enfermagem;Ativo;Aprovado;;;;;;;;;;;
ENF21M1S;fev/21;dez/22;Sim;Sim;HMVSC;Tecnico Enfermagem;;;Curso Técnico de Enfermagem;Técnico em Enfermagem;Concluido;Transferência;Transferida para ENF 21T1S;;;;;Fez estágio extra curricular - Unidade Pronto Atendimento// Contratada HMVSC Oncologia;;;;;não
ENF21M1S;fev/21;dez/22;;Não;;;;;Curso Técnico de Enfermagem;Auxiliar de Enfermagem;Concluido;Cancelado;Transferida para ENF21M2S;CT_Pessoal;31/12/2021;;;Transferida para ENF 21M2S. Concluiu o AE;;;;;sim
ENF21N2S;ago/21;jun/23;;Não;;;;;Curso Técnico de Enfermagem;Auxiliar de Enfermagem;Ativo;Reprovado;Reprovada em PAI, APPS, Microbiologia;;;;;;;;;;
ENF22N2S;ago/22;jun/24;;;;;;;Curso Técnico de Enfermagem;Técnico de Enfermagem;Ativo;Aprovado;Reprovada em teoria de PAI I,Micro,teoria de APPS  e por frequência em PO  ;;;;;;;;;;
ENF21M1S;fev/21;dez/22;Sim;Sim;Hospital Israelita Albert Einstein;Auxiliar Enfermagem ESF;;;Curso Técnico de Enfermagem;Técnico em Enfermagem;Concluido;Aprovado;;;;;;Foi aprovada no processo seletivo de oncologia HMVSC mas não se adaptou ao setor e pediu demissão. Tem problemas PQT;;;;;sim
ENF21T1S;fev/21;dez/22;;Não;;Monitoria ;;;Curso Técnico de Enfermagem;Técnico em Enfermagem;Ativo;Reprovado;Reprovado em ENF Oncológica e Prática Laboratorial;;;;;Realiza monitoria Morumbi - Práticas Assistenciais// Aguarda retorno de RH sobre processo seletivo;;;;;sim
ENF22M2S;ago/22;jun/24;;;;;;;Curso Técnico de Enfermagem;Auxiliar de Enfermagem;Cancelado;Matriculado;;;;;;;;;;;
ENF22N1S;fev/22;dez/23;Não;Não;;Monitoria;Estagio extracurricular- desligado;;Curso Técnico de Enfermagem;Técnico de Enfermagem;Ativo;Aprovado;;E-Motivos pessoais;05/01/2023;jan/23;;;;;;;
RAD22N1S;fev/22;dez/23;Não;Sim;DASA;Tecnico Raio X;;;Curso Técnico em Radiologia ;Técnico em Radiologia;Ativo;Aprovado;;;;;;;;;;;
ENF21M1S;fev/21;dez/22;;Sim;Unimed - FESP;Técnico de Enfermagem;;;Curso Técnico de Enfermagem;Auxiliar de Enfermagem;Concluido;Transferência;Transferida para ENF 21N1S;;;;;Transferida para ENF 21N1S. ;;;;;não
ENF22N2S;ago/22;jun/24;;;Hospital Israelita Albert Einstein;;;;Curso Técnico de Enfermagem;Auxiliar de Enfermagem;Cancelado;Cancelado;;;;;;;;;;;
ENF21N1S;fev/21;dez/22;;Não;;;;;Curso Técnico de Enfermagem;Auxiliar de Enfermagem;Cancelado;Reprovado ;No estágio de PAI I;;;;;;;;;;sim
AC22N1S;fev/22;dez/23;Não;Sim;Biotec Hemoterapia;Técnico em Hemoterapia;;;Curso Técnico em Análises Clínicas;Técnico em Análises Clínicas;Ativo;Aprovado;;;;;;;;;;;
ENF20T1S;fev/20;dez/21;;Sim;Hospital Israelita Albert Einstein;Auxiliar de Enfermagem;;Unidade Coronariana 8º Andar - Enf;Curso Técnico de Enfermagem;Técnico em Enfermagem;Concluido;Aprovado;;;;;;;Sim;Sim;Sim;;
ENF20N2S;ago/20;jun/22;;Não;;;;;Curso Técnico de Enfermagem;Auxiliar de Enfermagem;Ativo;Reprovado;Reprovado no estágio de APPS;E - Horário;03/11/2021;;;;Não;;;;sim
ENF21N1S;fev/21;dez/22;;Sim;Hospital Israelita Albert Einstein;Auxiliar de Enfermagem;;Assistencial - Internação Oncologia;Curso Técnico de Enfermagem;Técnico em Enfermagem;Cancelado;Reprovado;Reprovado no estágio de PG;;;;;;;;;Einstein;sim
ENF22N2S;ago/22;jun/24;Sim;Não;Hospital Israelita Albert Einstein;Camareiro;;;Curso Técnico de Enfermagem;Técnico de Enfermagem;Ativo;Aprovado;;;;;;;;;;;
ENF22M1S;fev/22;dez/23;Sim;Sim;Hospital Israelita Albert Einstein;Auxiliar Enfermagem;;UPA Campo Limpo;Curso Técnico de Enfermagem;Técnico de Enfermagem;Ativo;Aprovado;;;;;;;;;;;
ENF23T1S;jan/23;dez/24;;;;;;;Curso Técnico de Enfermagem;;Ativo;Matriculado;;;;;;;;;;;
ENF23T1S;jan/23;dez/24;;;;;;;Curso Técnico de Enfermagem;;Cancelado;Matriculado;;;;;;;;;;;
ENF22N1S;fev/22;dez/23;Não;Sim;Laboratório Lavoisier;Técnica de coleta;;;Curso Técnico de Enfermagem;Técnico de Enfermagem;Ativo;Aprovado;;;;;;;;;;;
ENF21M1S;fev/21;dez/22;;Sim;Hospital Israelita Albert Einstein;Auxiliar de Enfermagem;;;Curso Técnico de Enfermagem;Técnico em Enfermagem;Concluido;Transferência;Transferida para ENF 21T1S;;;;;Era do estágio extra curricular;;;;;não
ADMPTA 22M1S;fev/22;dez/22;Não;Sim;Hospital das Clínicas;Assistente de Pesquisa;;;Curso Técnico em Administração com Ênfase nos Serviços de Saúde;Curso Técnico em Administração com Ênfase nos Serviços de Saúde;Ativo;Aprovado;;;;;;;;;;;sim
ENF21N1S;fev/21;dez/22;Sim;Sim;HMVSC;Auxiliar Enfermagem;;;Curso Técnico de Enfermagem;Técnico em Enfermagem;Concluido;Aprovado;;;;;;Reprovado no estágio de PA II.  Realiza monitoria no  Morumbi - Auditoria;;;;Einstein;sim
ENF21M1S;fev/21;dez/22;Sim;Sim;HMVSC;Auxiliar Enfermagem;;;Curso Técnico de Enfermagem;Auxiliar de Enfermagem;Concluido;Transferência;Transferida para ENF 21N1S;;;;;Transferida para ENF 21N1S. Concluiu o AE;;;;;não
ENF22N2S;ago/22;jun/24;;;Hospital Israelita Albert Einstein;;;;Curso Técnico de Enfermagem;Técnico de Enfermagem;Ativo;Aprovado;;;;;;;;;;;
ENF21N2S;ago/21;jun/23;;Não;;;;;Curso Técnico de Enfermagem;Auxiliar de Enfermagem;Cancelado;Cancelado;;Motivos Pessoais;31/01/2022;;; Mudança de País: Portugal;;;;;
ENF22M1S;fev/22;dez/23;;Não;;;;;Curso Técnico de Enfermagem;Técnico de Enfermagem;Ativo;Aprovado;;CT_Financeiro;30/08/2021;;;;;;;;
ENF EURO 5T;fev/22;dez/23;Não;Sim;Vila Nova Star;;;;Curso Técnico de Enfermagem;Técnico de Enfermagem;Ativo;Aprovado;Iniciou na ENF 22M1S;;;;;;;;;;
ENF22N1S;fev/22;dez/23;Sim;Sim;Hospital Israelita Albert Einstein;Auxiliar Enfermagem;;;Curso Técnico de Enfermagem;Técnico de Enfermagem;Ativo;Aprovado;;;;;;;;;;;
ENF21T1S;fev/21;dez/22;;Não;;;;;Curso Técnico de Enfermagem;Auxiliar de Enfermagem;Cancelado;Cancelado;;Financeiro;01/10/2021;;;Cancelado ;;;;;sim
RAD21N1S;fev/21;dez/22;;Sim;Hospital Israelita Albert Einstein;Técnico Administrativo;Desligado;Unidade Morumbi Hospitalidade;Curso Técnico em Radiologia ;Técnico em Radiologia;Concluido;Aprovado;;;;;;;;;;Einstein;sim
ENF23T1S;jan/23;dez/24;;;;;;;Curso Técnico de Enfermagem;;Ativo;Matriculado;Precisará compensar faltas no estágio no próximo semestre.;;;;;;;;;;
ENF20M1S;fev/20;dez/21;;Sim;Hospital Israelita Albert Einstein;Técnico de Enfermagem;;Semi intensiva 8 andar;Curso Técnico de Enfermagem;Técnico em Enfermagem;Concluido;Aprovado;;;;;;;Sim;Não;Sim;;
ENF20T1S;fev/20;dez/21;;Sim;Hospital Israelita Albert Einstein;Auxiliar de Enfermagem;;Centro Obstétrico;Curso Técnico de Enfermagem;Técnico em Enfermagem;Concluido;Aprovado;;;;;;;Sim;Sim;Sim;;
ENF22N1S;fev/23;dez/23;Sim;Sim;Hospital Israelita Albert Einstein;Auxiliar Enfermagem;;Geriatria 4E CMC;Curso Técnico de Enfermagem;Técnico de Enfermagem;Ativo;Aprovado;Concluiu o AE na turma ENF 22M1S. Transferida para ENF22N1S;;;;;;;;;;
ENF EURO 4T;ago/20;jun/22;;Não;;;;;Curso Técnico de Enfermagem;Técnico em Enfermagem;Ativo;Reprovado ;;;27/06/2022;;;Se formou apenas no AE;;;;;sim
ENF21N2S;ago/21;jun/23;;Sim;Hospital Israelita Albert Einstein;Auxiliar de Enfermagem;Sim;Morumbi;Curso Técnico de Enfermagem;Técnico de Enfermagem;Ativo;Aprovado;;;;;;Estágio Extracurricular;;;;;
ENF23T1S;jan/23;dez/24;;;;;;;Curso Técnico de Enfermagem;;Cancelado;Matriculado;;;;;;;;;;;
ENF21N1S;fev/21;dez/22;;Sim;Hospital Israelita Albert Einstein;Auxiliar Enfermagem;;Atendimento Alphaville;Curso Técnico de Enfermagem;Técnico em Enfermagem;Ativo;Transferência;Transferida para ENF 21M1S;;;;;;;;;;não
ENF22N1S;fev/22;dez/23;Sim;Sim;Hospital Israelita Albert Einstein;Auxiliar de Enfermagem;Sim;Morumbi;Curso Técnico de Enfermagem;Técnico de Enfermagem;Ativo;Aprovado;;;;;;Estágio Extracurricular;;;;;
ENF22N2S;ago/22;jun/24;;;;Estagiário Técnico Extracurricular ;Unidade Internação 9 OESTE;;Curso Técnico de Enfermagem;Auxiliar de Enfermagem;Ativo;Cancelado;;Desistência;05/07/2022;;;;;;;;
ENF23M1S;jan/23;dez/24;;;;Estagiário Técnico Extracurricular ;Unidade Internação 9 OESTE;;Curso Técnico de Enfermagem;;Ativo;Matriculado;;;;;;;;;;;
AC21N1S;fev/21;dez/22;Sim;Sim;Hospital Israelita Albert Einstein;Técnico Laboratorista;;Laboratorio Triagem de amostras;Curso Técnico em Análises Clínicas;Técnico em Análises Clínicas;Concluido;Aprovado;;;;;;;;;;Einstein;sim
ENF21M1S;fev/21;dez/22;Não;Não;;;;;Curso Técnico de Enfermagem;Técnico em Enfermagem;Concluido;Aprovado;;;;;;Complemento;;;;;sim
ENF20M2S;ago/20;jun/22;Sim;Sim;Hospital Israelita Albert Einstein;Auxiliar Enfermagem;;;Curso Técnico de Enfermagem;Técnico em Enfermagem;Ativo;Aprovado ;;;;;;Aguardando resposta de processo seletivo/ 5dez Telefone inexistente;Não;;Sim;;sim
ENF21T1S;fev/21;dez/22;;Não;;;;;Curso Técnico de Enfermagem;Auxiliar de Enfermagem;Cancelado;Cancelado;;Motivos Pessoais;27/04/2021;;;;;;;;sim
ENF21T1S;fev/21;dez/22;Sim;Sim;Hospital Israelita Albert Einstein;Auxiliar de Enfermagem;; Unidade de Internação 7º andar D - Natasha;Curso Técnico de Enfermagem;Técnico em Enfermagem;Concluido;Aprovado;;;;;;Fez estágio extra curricular -  Unidade de Internação 7º andar D - Natasha;;;;Einstein;sim
ENF20M1S;fev/20;dez/21;;Sim;Hospital Israelita Albert Einstein;Auxiliar de Enfermagem;;AE UTI;Curso Técnico de Enfermagem;Técnico em Enfermagem;Concluido;Aprovado;;;;;;;Sim;Sim;Sim;;
ENF EURO 5T;fev/22;dez/23;;;;;;;Curso Técnico de Enfermagem;Auxiliar de Enfermagem;Cancelado;Cancelado;;Gestação;03/08/2022;;;;;;;;
ENF21N1S;fev/21;dez/22;;Não;;;;;Curso Técnico de Enfermagem;Auxiliar de Enfermagem;Cancelado;Cancelado;;;05/07/2021;;;;;;;;sim
ENF20N1S;fev/20;dez/21;;Sim;Hospital Israelita Albert Einstein;Auxiliar de Enfermagem;;Centro Obstrético ;Curso Técnico de Enfermagem;Técnico em Enfermagem;Concluido;Aprovado;;;;;;;Sim;;;;
ENF20N2S;ago/20;jun/22;;Sim;HMVSC;Auxiliar de Enfermagem;;Oncologia;Curso Técnico de Enfermagem;Auxiliar de Enfermagem;Cancelado;Cancelado;;Financeiro;05/01/2022;;;;Sim;;Sim;Einstein;sim
ENF21M1S;fev/21;dez/22;;Não;;;;;Curso Técnico de Enfermagem;Auxiliar de Enfermagem;Cancelado;Cancelado;;E - Adaptação;13/04/2021;;;;;;;;sim
ENF23M1S;fev/23;dez/24;;;;;;;Curso Técnico de Enfermagem;Auxiliar de Enfermagem;Cancelado;Cancelado;;E - Motivos Pessoais;09/05/2023;;;;;;;;
ENF21N2S;ago/21;jun/23;;Não;;;;;Curso Técnico de Enfermagem;Técnico de Enfermagem;Concluido;Aprovado;;CT_Pessoal;05/01/2022;;;;;;;;
ENF21M1S;fev/21;dez/22;;Não;;;;;Curso Técnico de Enfermagem;Auxiliar de Enfermagem;Cancelado;Cancelado;;Mudança de horário no trabalho ;01/08/2022;;;Formado apenas AE/ Não conseguiu emprego na área, tem interesse!Cancelado dia 1/8/22 - motivo: mudança de horário;;;Sim;;sim
ENF22M2S;ago/22;jun/24;;;;;;;Curso Técnico de Enfermagem;Auxiliar de Enfermagem;Cancelado;Cancelado;;Motivos pessoais;30/09/2022;;;;;;;;
ENF23N1S;jan/23;dez/24;;;;;;;Curso Técnico de Enfermagem;;Ativo;Matriculado;;;;;;;;;;;
ENF21T1S;fev/21;dez/22;Sim;Sim;HMVSC;Auxiliar Enfermagem;;;Curso Técnico de Enfermagem;Técnico em Enfermagem;Concluido;Aprovado;;;;;;;;;;Einstein;sim
ENF22N2S;ago/22;jun/24;;;Hospital Israelita Albert Einstein;Estagiário Técnico Extracurricular ;Unid.de Internac. Bloco E 2° andar;Unidade de internação geriátrica 2º A  Bloco E  - Natasha;Curso Técnico de Enfermagem;Técnico de Enfermagem;Ativo;Aprovado;Compensação de frequência;;;;;;;;;;
ENF21M1S;fev/21;dez/22;;Não;;;;;Curso Técnico de Enfermagem;Auxiliar de Enfermagem;Cancelado;Cancelado;Evasão;; 01/02/2022;;;;;;;;sim
ENF21N1S;fev/21;dez/22;Sim;Sim;Hospital Israelita Albert Einstein;Tecnico Enfermagem;;Unidade Morumbi, setor Cardiopulmonar;Curso Técnico de Enfermagem;Técnico em Enfermagem;Concluido;Aprovado;;;;;;Realiza monitoria no  Morumbi  - Entreposto - Alan*;;;;Einstein;sim
ENF23T1S;jan/23;dez/24;;;Hospital Israelita Albert Einstein;;;;Curso Técnico de Enfermagem;;Ativo;Matriculado;;;;;;;;;;;
ENF21N1S;fev/21;dez/22;Não;Sim;Hospital das Clínicas;Tecnica de enfermagem;;Enfermaria infantil;Curso Técnico de Enfermagem;Técnico em Enfermagem;Concluido;Aprovado;problema de postura no estágio ;;;;;;;;;;sim
ENF22N2S;ago/22;jun/24;;;;;;;Curso Técnico de Enfermagem;Auxiliar de Enfermagem;Cancelado;Cancelado;;Mudança de horário no trabalho ;25/08/2022;;;;;;;;
ENF20N1S;fev/20;dez/21;;Não;;;;;Curso Técnico de Enfermagem;Técnico em Enfermagem;Concluido;Aprovado;;;;;;Está buscando colocação na area de formação;Sim;Sim;Sim;;
RAD21N1S;fev/21;dez/22;Não;Não;;;;;Curso Técnico em Radiologia ;Técnico em Radiologia;Concluido;Aprovado;;;;;;;;;;;
ENF21N2S;ago/21;jun/23;;Não;;;;;Curso Técnico de Enfermagem;Auxiliar de Enfermagem;Cancelado;Cancelado;;;;;;;;;;;
ENF23M1S;fev/23;dez/24;;;;;;;Curso Técnico de Enfermagem;Auxiliar de Enfermagem;Ativo;Matriculado;Reprovado - volta para PAI teoria;;;;;;;;;;
ENF22M2S;ago/22;jun/24;Sim;Sim;HMVSC;Auxiliar Enfermagem;Não;;Curso Técnico de Enfermagem;Auxiliar de Enfermagem;Ativo;Matriculado;;;;;;;;;;;
ENF22M1S;fev/22;dez/22;Sim;Sim;Hospital Israelita Albert Einstein;Estagiário Técnico Extracurricular ;;Unidade de internação geriatria - Natasha;Curso Técnico de Enfermagem;Auxiliar de Enfermagem;Ativo;Transferência;Concluiu o AE na turma ENF 22M1S. Transferida para ENF22N1S;;;;;;;;;;
RAD20N1S;fev/20;dez/21;Não;Não;;;;;Curso Técnico em Radiologia ;Técnico em Radiologia;Concluido;Reprovado;Reprovado em Tec Radiológicas;;;;;;;;;;
ENF21N1S;fev/21;dez/22;Sim;Sim;Hospital Israelita Albert Einstein;Técnico Simulação Realista;;Unidade de Ensino Paulista ;Curso Técnico de Enfermagem;Técnico em Enfermagem;Concluido;Aprovado;;;;;;;;;;Einstein;sim
ENF21T1S;fev/21;dez/22;;Não;;;;;Curso Técnico de Enfermagem;Auxiliar de Enfermagem;Ativo;Reprovado;;;;;;Realiza monitoria no HMVSC/ reprovou em PAI;;;;;não
ENF22M1S;fev/22;dez/23;;;;;;;Curso Técnico de Enfermagem;Auxiliar de Enfermagem;Ativo;Cancelado; Era da turma 21T1S - Reprovou  em teoria de PAI I. Reserva de vaga e reprovou em PAI.;Motivos Pessoais;20/12/2022;;;;;;;;
ENF22M1S;fev/21;dez/22;;Não;;;;;Curso Técnico de Enfermagem;Auxiliar de Enfermagem;Ativo;Reprovado;Não se matriculou para o módulo tecnico;;;;;Realiza monitoria no HMVSC;;;;;sim
ENF20N1S;fev/20;dez/21;;Sim;Hospital Israelita Albert Einstein;Auxiliar de Enfermagem;;Internação Clínica Médica - Morumbi;Curso Técnico de Enfermagem;Técnico em Enfermagem;Concluido;Aprovado;;;;;;;Sim;;;;
ENF22M1S;fev/22;dez/23;Sim;Sim;Hospital Israelita Albert Einstein;Assistente administrativo;Era mensageiro e foi para Assistente administrativo;Unidade Chácara Klabin, Pronto Atendimento;Curso Técnico de Enfermagem;Técnico de Enfermagem;Ativo;Aprovado;;;;;;;;;;;
ENF20M1S;fev/20;dez/21;;Sim;Hospital Israelita Albert Einstein;Auxiliar de Enfermagem;;Day Clinic;Curso Técnico de Enfermagem;Técnico em Enfermagem;Concluido;Aprovado;;;;;;;Sim;Sim;Sim;;
ENF22M1S;fev/22;dez/23;Sim;Sim;Hospital Israelita Albert Einstein; Técnico administrativo II;;Unidade Morumbi, secretaria UTI Adulto;Curso Técnico de Enfermagem;Técnico de Enfermagem;Ativo;Aprovado;;;;;;;;;;;
ENF22M2S;ago/22;jun/24;;;;;;;Curso Técnico de Enfermagem;Auxiliar de Enfermagem;Cancelado;Cancelado;;Motivos Pessoais;;;;;;;;;
ENF22N1S;fev/22;dez/23;;;;;;;Curso Técnico de Enfermagem;Auxiliar de Enfermagem;Cancelado;Cancelado;;Saúde;14/10/2022;out/22;;;;;;;
ENF21M2S;ago/21;jun/23;Sim;Não;Hospital Israelita Albert Einstein;Assistente administrativo;Era mensageiro e foi para Assistente administrativo;Unidade Chácara Klabin, Pronto Atendimento;Curso Técnico de Enfermagem;Auxiliar de Enfermagem;Ativo;Reprovado;Reprovada em Enf Oncológica;;;;;;;;;;
ENF EURO 4T;ago/20;jun/22;Sim;Sim;Hospital Israelita Albert Einstein;Auxiliar de Enfermagem;;Unidade de Internação 10º andar;Curso Técnico de Enfermagem;Técnico em Enfermagem;Concluido;Aprovado;;;;;;;Sim;;Sim;Einstein;sim
ENF23M1S;fev/23;dez/24;;;;;;;Curso Técnico de Enfermagem;Auxiliar de Enfermagem;Ativo;Matriculado;;;;;;;;;;;
ENF23N1S;jan/23;dez/24;;;;;;;Curso Técnico de Enfermagem;;Cancelado;Cancelado;;;;;;;;;;;
ENF20N1S;fev/20;dez/21;;Sim;Hospital Israelita Albert Einstein;Auxiliar de Enfermagem;;Unidade Internação 10º andar;Curso Técnico de Enfermagem;Técnico em Enfermagem;Concluido;Aprovado;;;;;;;Sim;Sim;Sim;;
ENF20M1S;fev/20;dez/21;;Sim;Hospital Israelita Albert Einstein;Auxiliar de Enfermagem;;Assistencial - Internação Oncologia;Curso Técnico de Enfermagem;Técnico em Enfermagem;Concluido;Aprovado;;;;;;;Sim;Sim;Não;;
ENF21M2S;ago/21;jun/23;Não;Não;;;;;Curso Técnico de Enfermagem;Técnico de Enfermagem;Concluido;Aprovado;;;;;;;;;;;
AC21N1S;fev/21;dez/22;Sim;Sim;Hospital Israelita Albert Einstein;Tecnico Laboratorio Ensino e Pesquisa;;Unidade Vila Mariana (AEVM);Curso Técnico em Análises Clínicas;Técnico em Análises Clínicas;Concluido;Aprovado;;;;;;;;;;Einstein;sim
ENF22M1S;fev/22;dez/23;;;;;;;Curso Técnico de Enfermagem;Auxiliar de Enfermagem;Cancelado;Cancelado;;  Saúde;20/06/2022;;;;;;;;
ENF22N1S;fev/22;dez/23;Não;Sim;Hospital Municipal da Brasilândia;Tecnico enfermagem;;;Curso Técnico de Enfermagem;Técnico de Enfermagem;Ativo;Aprovado;;;;;;;;;;;
ENF22M2S;ago/22;jun/24;Sim;Sim;Hospital Vila Santa Catarina;técnica De Enfermagem ;;Oncologia 2o andar;Curso Técnico de Enfermagem;Auxiliar de Enfermagem;Ativo;Matriculado;;;;;;;;;;;
ENF21M2S;ago/21;jun/23;Sim;Sim;Hospital Israelita Albert Einstein;Auxiliar de Enfermagem;;Unidade Internação 13º andar D;Curso Técnico de Enfermagem;Técnico de Enfermagem;Concluido;Aprovado;Reprovada em Empreendedorismo;;;;;Reprovou em empreendedorismo e reingressou como reserva de vagas;;;;;
ENF22M2S;ago/22;jun/24;sim;sim;Hospital Israelita Albert Einstein;Estagiário Técnico Extracurricular ;Unidade Internação Cardiologia;;Curso Técnico de Enfermagem;Auxiliar de Enfermagem;Ativo;Matriculado;;;;;;;;;;;
ENF23N1S;jan/23;dez/24;Sim;Sim;Hospital Israelita Albert Einstein;Auxiliar Enfermagem;;;Curso Técnico de Enfermagem;Auxiliar de Enfermagem;Ativo;Matriculado;Demitido início de setembro/2024;;;;;;;;;;
ENF EURO 5T;fev/22;dez/23;;;;;;;Curso Técnico de Enfermagem;Auxiliar de Enfermagem;Ativo;Reprovado;Reprovado por frequência em IMP - Está na turma 22M2S;;;;;;;;;;
ENF23T1S;jan/23;dez/24;;;;;;;Curso Técnico de Enfermagem;;Ativo;Matriculado;;;;;;;;;;;
ENF22M2S;ago/22;jun/24;;;;;;;Curso Técnico de Enfermagem;Auxiliar de Enfermagem;Cancelado;Matriculado;;;;;;;;;;;
ENF22N1S;fev/22;dez/23;;;;;;;Curso Técnico de Enfermagem;Auxiliar de Enfermagem;Ativo;Cancelado;;Transferência;28/04/2022;;;Mudou para adm;;;;;
ENF23N1S;jan/23;dez/24;;;;;;;Curso Técnico de Enfermagem;;Ativo;Matriculado;;;;;;;;;;;
ENF23M1S;fev/23;dez/24;Sim;Sim;Hospital Israelita Albert Einstein;Auxiliar Enfermagem;sim - auxiliar de farmácia para auxiliar enfermagem;;Curso Técnico de Enfermagem;Auxiliar de Enfermagem;Ativo;Matriculado;Vai compensar PAI - aplicar recuperação em julho;;;;;;;;;;
ENF EURO 5T;fev/22;dez/23;Sim;Sim;Hospital Israelita Albert Einstein;Auxiliar de Sala;;;Curso Técnico de Enfermagem;Técnico de Enfermagem;Ativo;Aprovado;;;;;;;;;;;
AC21N1S;fev/21;dez/22;Sim;Sim;Hospital Israelita Albert Einstein;Analista de Laboratório Júnior;Era técnico e foi para analista;Núcleo Técnico Operacional (NTO);Curso Técnico em Análises Clínicas;Técnico em Análises Clínicas;Concluido;Aprovado;;;;;;;;;;Einstein;sim
